Browser,key_resp_57.keys,key_resp_57.rt,Enter participant ID,date,expName,psychopyVersion,OS,frameRate
Safari,space,0.731,test,2021-12-14_17h37.14.176,VSWM_Digit_HF_WCST_TOL_090521,2020.2.8,MacIntel,60
